module,kind,name,size,align,members,file,line
radiant,struct,JsonWriter,40,8,6,radiant/event.hpp,221
radiant,enum,InputIntentType,4,4,51,radiant/event.hpp,368
radiant,struct,InputIntent,64,8,10,radiant/event.hpp,422
radiant,enum,EditingSurfaceKind,4,4,3,radiant/event.hpp,462
radiant,enum,EditingMode,4,4,5,radiant/event.hpp,468
radiant,struct,EditingSurface,32,8,7,radiant/event.hpp,476
radiant,struct,DomBoundary,16,8,2,radiant/event.hpp,543
radiant,enum,DomBoundaryOrder,4,4,4,radiant/event.hpp,548
radiant,struct,DomRange,160,8,27,radiant/event.hpp,593
radiant,enum,DomRangeCompareHow,4,4,4,radiant/event.hpp,647
radiant,enum,DomStringifyMode,4,4,2,radiant/event.hpp,676
radiant,enum,DomSelectionDirection,4,4,3,radiant/event.hpp,692
radiant,enum,EditingSelectionKind,4,4,3,radiant/event.hpp,698
radiant,struct,EditingSelection,40,8,7,radiant/event.hpp,704
radiant,struct,DomSelection,208,8,11,radiant/event.hpp,716
radiant,enum,DomModGranularity,4,4,3,radiant/event.hpp,934
radiant,struct,EditingHost,16,8,3,radiant/event.hpp,957
radiant,enum,Mode,4,4,2,radiant/event.hpp,962
radiant,struct,EditingTargetRange,32,8,2,radiant/event.hpp,1012
radiant,enum,EditingBoundaryKind,4,4,3,radiant/event.hpp,1033
radiant,enum,EditingClampPolicy,4,4,2,radiant/event.hpp,1039
radiant,enum,EditingPointBehavior,4,4,2,radiant/event.hpp,1044
radiant,struct,EditingBoundary,72,8,5,radiant/event.hpp,1049
radiant,struct,EditingCaretRect,20,4,5,radiant/event.hpp,1057
radiant,enum,EditingRouteKind,4,4,3,radiant/event.hpp,1144
radiant,enum,EditingActionRouteMask,4,4,2,radiant/event.hpp,1150
radiant,struct,EditingRouteSnapshot,24,8,3,radiant/event.hpp,1155
radiant,struct,EditingSelectionSnapshot,72,8,10,radiant/event.hpp,1161
radiant,struct,EditingPreparedTransaction,392,8,13,radiant/event.hpp,1176
radiant,struct,EditingTransactionResult,40,8,17,radiant/event.hpp,1202
radiant,enum,EditingActionStatus,4,4,3,radiant/event.hpp,1222
radiant,struct,EditingActionOutcome,8,4,3,radiant/event.hpp,1228
radiant,struct,EditingFormNotificationHooks,16,8,2,radiant/event.hpp,1243
radiant,struct,EditingActionRegistration,64,8,9,radiant/event.hpp,1255
radiant,struct,EditingActionSnapshot,32,8,4,radiant/event.hpp,1268
radiant,struct,EditingNotificationHooks,24,8,3,radiant/event.hpp,1301
radiant,struct,EditingControllerHooks,48,8,6,radiant/event.hpp,1392
radiant,struct,EditHistoryEntry,24,8,5,radiant/event.hpp,1752
radiant,struct,EditHistory,16,8,5,radiant/event.hpp,1760
radiant,struct,ClipboardEntry,24,8,3,radiant/event.hpp,1888
radiant,struct,ClipboardItem,16,8,2,radiant/event.hpp,1896
radiant,struct,ClipboardBackend,32,8,4,radiant/event.hpp,1904
radiant,enum,ClipboardPermission,4,4,3,radiant/event.hpp,1950
radiant,struct,ClipboardStore,32,8,5,radiant/event.hpp,1959
radiant,enum,CtxMenuItem,4,4,5,radiant/event.hpp,2007
radiant,struct,ContextMenuEditHooks,40,8,5,radiant/event.hpp,2042
radiant,enum,StateUpdateMode,4,4,2,radiant/event.hpp,2115
radiant,enum,DocLifecycleState,4,4,4,radiant/event.hpp,2120
radiant,struct,StateKey,16,8,2,radiant/event.hpp,2130
radiant,struct,StateEntry,48,8,5,radiant/event.hpp,2144
radiant,struct,DirtyRect,32,8,6,radiant/event.hpp,2155
radiant,struct,DirtyTracker,32,8,6,radiant/event.hpp,2164
radiant,enum,ReflowScope,4,4,6,radiant/event.hpp,2176
radiant,struct,ReflowRequest,24,8,4,radiant/event.hpp,2188
radiant,struct,ReflowScheduler,24,8,3,radiant/event.hpp,2198
radiant,enum,ViewStateKind,4,4,4,radiant/event.hpp,2204
radiant,struct,ViewState,64,8,4,radiant/event.hpp,2211
radiant,struct,(anonymous),1,1,4,radiant/event.hpp,2214
radiant,union,(anonymous),48,8,2,radiant/event.hpp,2220
radiant,struct,(anonymous),44,4,15,radiant/event.hpp,2221
radiant,struct,(anonymous),48,8,17,radiant/event.hpp,2238
radiant,struct,ViewStateEntry,16,8,3,radiant/event.hpp,2260
radiant,struct,StateStore,40,8,5,radiant/event.hpp,2266
radiant,enum,EditingBehavior,4,4,4,radiant/event.hpp,2282
radiant,struct,CursorState,24,8,5,radiant/event.hpp,2292
radiant,struct,DragDropState,88,8,14,radiant/event.hpp,2301
radiant,enum,EditingDragMode,4,4,3,radiant/event.hpp,2316
radiant,struct,EditingScrollState,40,8,6,radiant/event.hpp,2322
radiant,struct,EditingCompositionState,80,8,11,radiant/event.hpp,2331
radiant,enum,EditingRichTransactionPhase,4,4,6,radiant/event.hpp,2345
radiant,struct,EditingTargetRangeSnapshot,32,8,2,radiant/event.hpp,2354
radiant,struct,EditingInteractionState,352,8,25,radiant/event.hpp,2359
radiant,struct,VisitedLinks,24,8,3,radiant/event.hpp,2401
radiant,struct,DocState,1856,8,83,radiant/event.hpp,2409
radiant,struct,(anonymous),48,8,11,radiant/event.hpp,2551
radiant,struct,(anonymous),24,8,4,radiant/event.hpp,2561
radiant,struct,ScrollInteractionState,20,4,8,radiant/event.hpp,2572
radiant,struct,StateValidationReport,264,4,3,radiant/event.hpp,3524
radiant,enum,FocusTransitionKind,4,4,3,radiant/event.hpp,3530
radiant,struct,FocusTransitionArgs,32,8,5,radiant/event.hpp,3536
radiant,enum,CaretTransitionKind,4,4,1,radiant/event.hpp,3544
radiant,struct,CaretTransitionArgs,16,8,2,radiant/event.hpp,3548
radiant,enum,SelectionTransitionKind,4,4,9,radiant/event.hpp,3553
radiant,struct,SelectionTransitionArgs,16,8,3,radiant/event.hpp,3565
radiant,enum,HoverTransitionKind,4,4,1,radiant/event.hpp,3571
radiant,struct,HoverTransitionArgs,8,8,1,radiant/event.hpp,3575
radiant,enum,ActiveTransitionKind,4,4,1,radiant/event.hpp,3579
radiant,struct,ActiveTransitionArgs,8,8,1,radiant/event.hpp,3583
radiant,enum,DragTransitionKind,4,4,6,radiant/event.hpp,3587
radiant,struct,DragTransitionArgs,80,8,11,radiant/event.hpp,3596
radiant,enum,SmFamily,4,4,16,radiant/event.hpp,3674
radiant,enum,SmViewClass,4,4,11,radiant/event.hpp,3693
radiant,enum,SelectionFsmState,4,4,6,radiant/event.hpp,3707
radiant,enum,ImeFsmState,4,4,3,radiant/event.hpp,3716
radiant,enum,FocusFsmState,4,4,7,radiant/event.hpp,3722
radiant,enum,HoverFsmState,4,4,2,radiant/event.hpp,3732
radiant,enum,ActiveFsmState,4,4,2,radiant/event.hpp,3737
radiant,enum,DragFsmState,4,4,4,radiant/event.hpp,3742
radiant,enum,ScrollFsmState,4,4,3,radiant/event.hpp,3749
radiant,enum,CheckableFsmState,4,4,3,radiant/event.hpp,3755
radiant,enum,SelectFsmState,4,4,2,radiant/event.hpp,3761
radiant,enum,RangeFsmState,4,4,1,radiant/event.hpp,3766
radiant,enum,TextFsmState,4,4,3,radiant/event.hpp,3770
radiant,enum,DropdownFsmState,4,4,2,radiant/event.hpp,3776
radiant,enum,ContextMenuFsmState,4,4,3,radiant/event.hpp,3781
radiant,enum,RichEditFsmState,4,4,6,radiant/event.hpp,3787
radiant,enum,SmEvent,4,4,68,radiant/event.hpp,3796
radiant,enum,SmGuardId,4,4,1,radiant/event.hpp,3867
radiant,enum,SmInvariantId,4,4,23,radiant/event.hpp,3871
radiant,enum,SmActionFlag,4,4,10,radiant/event.hpp,3897
radiant,struct,StateTransitionRule,64,8,11,radiant/event.hpp,3913
radiant,struct,StateInvariantBinding,24,8,4,radiant/event.hpp,3927
radiant,struct,SmTransitionScope,56,8,9,radiant/event.hpp,3937
radiant,struct,SmTransitionGuard,56,8,1,radiant/event.hpp,3964
radiant,struct,SourcePathC,16,8,2,radiant/event.hpp,4038
radiant,enum,SourcePosKind,4,4,2,radiant/event.hpp,4053
radiant,struct,SourcePosC,24,8,3,radiant/event.hpp,4058
radiant,struct,EventContext,288,8,23,radiant/event.hpp,4192
radiant,struct,EventSimStateStoreSnapshot,24,8,6,radiant/event_sim.cpp,145
radiant,struct,SimSelectorCtx,32,8,5,radiant/event_sim.cpp,436
radiant,struct,SimCountCtx,24,8,3,radiant/event_sim.cpp,508
radiant,enum,SimEventType,4,4,72,radiant/event_sim.hpp,87
radiant,struct,SimEvent,776,8,184,radiant/event_sim.hpp,173
radiant,struct,EventSimContext,392,8,39,radiant/event_sim.hpp,377
radiant,struct,EventStateLog,632,8,10,radiant/event_state_log.cpp,212
radiant,struct,RadiantFrameClockPlatform,64,8,9,radiant/frame_clock.cpp,29
radiant,struct,GlyphColorSample,4,1,4,radiant/glyph_sampling.hpp,7
radiant,class,CellOccupancyMatrix,48,8,6,radiant/grid_occupancy.hpp,43
radiant,struct,GridCursor,4,2,2,radiant/grid_placement.hpp,41
radiant,enum,GridAutoFlow,4,4,4,radiant/grid_placement.hpp,47
radiant,struct,GridPlacement,10,2,6,radiant/grid_placement.hpp,77
radiant,struct,GridItemInfo,32,4,5,radiant/grid_placement.hpp,199
radiant,struct,ItemInfoArray,8208,8,3,radiant/grid_placement.hpp,216
radiant,struct,GridContentDistribution,8,4,2,radiant/grid_positioning.cpp,84
radiant,enum,IntrinsicContributionType,4,4,2,radiant/grid_sizing_algorithm.hpp,50
radiant,struct,TrackSizingContext,48,8,9,radiant/grid_sizing_algorithm.hpp,58
radiant,struct,GridItemContribution,48,8,8,radiant/grid_sizing_algorithm.hpp,166
radiant,struct,ContribArray,12304,8,3,radiant/grid_sizing_algorithm.hpp,180
radiant,enum,SizingFunctionType,1,1,8,radiant/grid_track.hpp,42
radiant,struct,MinTrackSizingFunction,8,4,2,radiant/grid_track.hpp,59
radiant,struct,MaxTrackSizingFunction,8,4,2,radiant/grid_track.hpp,122
radiant,struct,TrackSizingFunction,16,4,2,radiant/grid_track.hpp,221
radiant,enum,GridTrackKind,1,1,2,radiant/grid_track.hpp,265
radiant,struct,EnhancedGridTrack,52,4,12,radiant/grid_track.hpp,278
radiant,struct,TrackArray,3344,8,3,radiant/grid_track.hpp,434
radiant,struct,IndexArray,528,8,3,radiant/grid_track.hpp,493
radiant,enum,IntrinsicZeroWidthChar,4,4,5,radiant/intrinsic_sizing.cpp,286
radiant,struct,IntrinsicHorizontalBoxEdges,16,4,4,radiant/intrinsic_sizing.cpp,760
radiant,struct,IntrinsicMulticolChild,24,8,4,radiant/intrinsic_sizing.cpp,952
radiant,struct,IntrinsicSvgSize,8,4,2,radiant/intrinsic_sizing.cpp,2354
radiant,struct,InitialLetterInfo,12,4,3,radiant/layout.hpp,22
radiant,struct,InitialLetterBoxInsets,16,4,1,radiant/layout.hpp,28
radiant,union,(anonymous),16,4,2,radiant/layout.hpp,29
radiant,struct,(anonymous),16,4,4,radiant/layout.hpp,30
radiant,struct,LayoutTextRectBounds,20,4,5,radiant/layout.hpp,40
radiant,enum,AvailableSizeType,4,4,4,radiant/layout.hpp,109
radiant,struct,AvailableSize,8,4,2,radiant/layout.hpp,116
radiant,struct,AvailableSpace,16,4,2,radiant/layout.hpp,168
radiant,struct,TextIntrinsicWidths,8,4,2,radiant/layout.hpp,233
radiant,struct,LayoutSimpleLatinRun,24,8,4,radiant/layout.hpp,240
radiant,struct,IntrinsicFontScope,48,8,4,radiant/layout.hpp,256
radiant,struct,LayoutIntrinsicMarginOptions,5,1,5,radiant/layout.hpp,331
radiant,struct,LayoutIntrinsicMarginPair,12,4,3,radiant/layout.hpp,339
radiant,struct,IntrinsicSizesBidirectional,16,4,4,radiant/layout.hpp,354
radiant,struct,CellIntrinsicWidths,8,4,2,radiant/layout.hpp,373
radiant,struct,IntrinsicSize,28,4,7,radiant/layout.hpp,378
radiant,enum,RunMode,1,1,3,radiant/layout.hpp,419
radiant,enum,SizingMode,1,1,2,radiant/layout.hpp,425
radiant,struct,KnownDimensions,12,4,4,radiant/layout.hpp,440
radiant,struct,SizeF,8,4,2,radiant/layout.hpp,451
radiant,struct,CacheEntry,40,4,4,radiant/layout.hpp,464
radiant,struct,LayoutCache,416,4,6,radiant/layout.hpp,471
radiant,struct,BoxEdges,16,4,1,radiant/layout.hpp,605
radiant,union,(anonymous),16,4,2,radiant/layout.hpp,606
radiant,struct,(anonymous),16,4,4,radiant/layout.hpp,607
radiant,struct,BoxMetrics,80,4,11,radiant/layout.hpp,652
radiant,struct,LayoutContentBox,16,4,4,radiant/layout.hpp,666
radiant,struct,CssQuadValues,32,8,1,radiant/layout.hpp,818
radiant,struct,CssCascadeCandidate,24,8,3,radiant/layout.hpp,837
radiant,struct,LayoutCssBoxCandidates,96,8,1,radiant/layout.hpp,868
radiant,struct,LayoutContainingBlock,64,8,15,radiant/layout.hpp,996
radiant,struct,CounterValue,16,8,4,radiant/layout.hpp,1034
radiant,struct,CounterScope,16,8,2,radiant/layout.hpp,1041
radiant,struct,CounterContext,24,8,3,radiant/layout.hpp,1046
radiant,enum,LayoutDebugCategory,4,4,10,radiant/layout.hpp,1075
radiant,struct,LayoutDebugState,8,4,2,radiant/layout.hpp,1088
radiant,enum,LayoutProfileBucket,1,1,10,radiant/layout.hpp,1093
radiant,struct,LayoutProfileNode,24,8,3,radiant/layout.hpp,1106
radiant,struct,LayoutProfiler,296,8,14,radiant/layout.hpp,1112
radiant,struct,LayoutProfileScope,32,8,4,radiant/layout.hpp,1150
radiant,struct,SpaceDistribution,12,4,3,radiant/layout.hpp,1167
radiant,struct,TableMetadata,168,8,24,radiant/layout.hpp,1296
radiant,struct,LayoutTableAxis,12,4,3,radiant/layout.hpp,1335
radiant,struct,VelmtBox,16,4,4,radiant/layout.hpp,1385
radiant,struct,Velmt,88,8,7,radiant/layout.hpp,1394
radiant,struct,CustomLayoutContext,96,8,17,radiant/layout.hpp,1404
radiant,struct,CustomLayoutPlacement,20,4,5,radiant/layout.hpp,1424
radiant,struct,CustomLayoutPaintLayer,16,8,3,radiant/layout.hpp,1432
radiant,struct,CustomLayoutPaintState,16,8,2,radiant/layout.hpp,1438
radiant,struct,CustomLayoutResult,32,8,9,radiant/layout.hpp,1443
radiant,struct,MulticolFlowItem,24,8,7,radiant/layout.hpp,1480
radiant,struct,ColumnState,24,4,6,radiant/layout.hpp,1490
radiant,struct,ColumnFragment,32,4,8,radiant/layout.hpp,1499
radiant,struct,MulticolGroupScratch,40,8,5,radiant/layout.hpp,1512
radiant,struct,MulticolFlowScratch,8,8,1,radiant/layout.hpp,1548
radiant,struct,ColumnGroup,56,8,12,radiant/layout.hpp,1563
radiant,struct,FragmentedFlowCursor,16,8,3,radiant/layout.hpp,1578
radiant,struct,MulticolFragmentPlacement,24,4,6,radiant/layout.hpp,1586
radiant,struct,FloatBox,56,8,12,radiant/layout.hpp,1615
radiant,struct,InitialLetterBox,40,8,8,radiant/layout.hpp,1629
radiant,struct,FloatAvailableSpace,12,4,4,radiant/layout.hpp,1640
radiant,struct,BlockContext,312,8,70,radiant/layout.hpp,1647
radiant,enum,BreakKind,4,4,18,radiant/layout.hpp,1736
radiant,struct,Linebox,328,8,74,radiant/layout.hpp,1763
radiant,enum,LineFillStatus,4,4,3,radiant/layout.hpp,1866
radiant,enum,FlexDirection,4,4,4,radiant/layout.hpp,1873
radiant,enum,FlexWrap,4,4,3,radiant/layout.hpp,1880
radiant,enum,JustifyContent,4,4,6,radiant/layout.hpp,1886
radiant,struct,LayoutFlexStyleInfo,12,4,4,radiant/layout.hpp,1895
radiant,struct,FlexLineInfo,40,8,9,radiant/layout.hpp,1957
radiant,struct,FlexResolvedAxis,24,4,7,radiant/layout.hpp,1970
radiant,struct,FlexContainerLayout,120,8,14,radiant/layout.hpp,1980
radiant,enum,LayoutTextRunMode,4,4,3,radiant/layout.hpp,2024
radiant,struct,LayoutTextRun,16,8,2,radiant/layout.hpp,2030
radiant,enum,LayoutAxis,4,4,2,radiant/layout.hpp,2043
radiant,struct,LayoutAxisIterator,4,4,1,radiant/layout.hpp,2065
radiant,struct,LayoutAxisRange,1,1,0,radiant/layout.hpp,2075
radiant,struct,LayoutAxisRefs,200,8,17,radiant/layout.hpp,2100
radiant,struct,AxisInsets,48,8,2,radiant/layout.hpp,2101
radiant,struct,AxisMargins,32,8,4,radiant/layout.hpp,2106
radiant,struct,LayoutVerticalFlowChild,16,8,5,radiant/layout.hpp,2275
radiant,struct,LayoutAxisBoxMetrics,12,4,3,radiant/layout.hpp,2322
radiant,struct,FlexAxes,8,4,2,radiant/layout.hpp,2488
radiant,struct,FlexLineCrossExtents,8,4,2,radiant/layout.hpp,2523
radiant,struct,FlexLayoutScope,24,8,3,radiant/layout.hpp,2555
radiant,struct,MeasurementCacheEntry,32,8,7,radiant/layout.hpp,2592
radiant,enum,CellOccupancyState,1,1,3,radiant/layout.hpp,2639
radiant,struct,OriginZeroLine,2,2,1,radiant/layout.hpp,2645
radiant,struct,GridLine,2,2,1,radiant/layout.hpp,2676
radiant,struct,LineSpan,4,2,2,radiant/layout.hpp,2685
radiant,struct,TrackCounts,6,2,3,radiant/layout.hpp,2698
radiant,enum,AbsoluteAxis,1,1,2,radiant/layout.hpp,2737
radiant,enum,GridTrackSizeType,4,4,9,radiant/layout.hpp,2753
radiant,struct,GridTrackSize,56,8,11,radiant/layout.hpp,2765
radiant,struct,GridTrackList,40,8,7,radiant/layout.hpp,2779
radiant,struct,GridArea,24,8,5,radiant/layout.hpp,2789
radiant,struct,GridLineName,16,8,3,radiant/layout.hpp,2797
radiant,struct,GridContainerLayout,368,8,32,radiant/layout.hpp,2803
radiant,struct,GridLayoutScope,24,8,3,radiant/layout.hpp,2846
radiant,struct,LayoutContext,1136,8,29,radiant/layout.hpp,2890
radiant,enum,LayoutTextRectContentKind,4,4,3,radiant/layout.hpp,2990
radiant,struct,TableCellInsets,32,4,2,radiant/layout.hpp,3055
radiant,struct,TableCellContentExtent,36,4,9,radiant/layout.hpp,3060
radiant,enum,AbsStaticContextKind,4,4,3,radiant/layout.hpp,3101
radiant,struct,AbsChildLayoutState,752,8,12,radiant/layout.hpp,3109
radiant,struct,AbsStaticContext,112,8,7,radiant/layout.hpp,3129
radiant,struct,LayoutRunModeScope,16,8,2,radiant/layout.hpp,3144
radiant,struct,LayoutMeasureScope,712,8,9,radiant/layout.hpp,3155
radiant,struct,BlockContextOffset,8,4,2,radiant/layout.hpp,3281
radiant,struct,LayoutFontSizeResult,8,4,2,radiant/layout.hpp,3355
radiant,struct,LayoutFontShorthandParts,56,8,7,radiant/layout.hpp,3412
radiant,struct,LayoutLogicalSides,6,1,6,radiant/layout.hpp,3625
radiant,struct,LayoutLogicalProperty,4,1,4,radiant/layout.hpp,3634
radiant,struct,LayoutPhysicalSides,3,1,3,radiant/layout.hpp,3722
radiant,struct,LayoutShadowValue,24,4,6,radiant/layout.hpp,3750
radiant,struct,TypoMetrics,16,4,5,radiant/layout.hpp,3947
radiant,struct,LayoutBorderSpacingValue,12,4,4,radiant/layout.hpp,3966
radiant,struct,BlockContextScope,320,8,2,radiant/layout.hpp,4088
radiant,struct,LayoutContainingBlockScope,336,8,4,radiant/layout.hpp,4108
radiant,struct,LayoutContextScope,680,8,7,radiant/layout.hpp,4156
radiant,struct,IntrinsicMeasureScope,24,8,3,radiant/layout.hpp,4183
radiant,struct,LayoutViewScope,24,8,3,radiant/layout.hpp,4203
radiant,struct,LayoutFontScope,32,8,2,radiant/layout.hpp,4221
radiant,struct,LayoutPassScope,16,8,2,radiant/layout.hpp,4241
radiant,struct,BidiCharFragment,40,8,7,radiant/layout_bidi.cpp,20
radiant,struct,BidiRectInfo,32,8,6,radiant/layout_bidi.cpp,30
radiant,struct,BidiSpanInfo,40,8,8,radiant/layout_bidi.cpp,39
radiant,struct,BidiLineCounts,20,4,6,radiant/layout_bidi.cpp,50
radiant,struct,CssContentImage,16,8,2,radiant/layout_block.cpp,86
radiant,struct,ObjectViewBoxUsedRect,20,4,5,radiant/layout_block.cpp,218
radiant,struct,ContainIntrinsicUsedAxes,2,1,2,radiant/layout_block.cpp,277
radiant,struct,InFlowBlockEdge,16,8,2,radiant/layout_block.cpp,1872
radiant,enum,FormattedLineContent,4,4,3,radiant/layout_block.cpp,1992
radiant,enum,TextRectShiftMode,4,4,3,radiant/layout_block.cpp,2115
radiant,struct,InlineSpanRecomputeSummary,3,1,3,radiant/layout_block.cpp,2457
radiant,struct,DeferredInlineLineRun,20,4,5,radiant/layout_block.cpp,2513
radiant,struct,BlockFloatFitResult,12,4,3,radiant/layout_block.cpp,6081
radiant,struct,ParsedCounterSpec,24,8,3,radiant/layout_counters.cpp,319
radiant,struct,CustomLayoutRegistryEntry,72,8,2,radiant/layout_custom.cpp,16
radiant,struct,CustomLayoutUnknownLogEntry,72,8,2,radiant/layout_custom.cpp,21
radiant,struct,FlexLineBaselineMetrics,16,4,4,radiant/layout_flex.cpp,134
radiant,struct,FlexLengthScratch,12,4,3,radiant/layout_flex.cpp,2641
radiant,struct,FlexIterationScratch,8,4,3,radiant/layout_flex.cpp,2647
radiant,struct,FlexChildExplicitSizes,12,4,4,radiant/layout_flex_measurement.cpp,247
radiant,struct,FlexIntrinsicAccumulator,32,4,8,radiant/layout_flex_measurement.cpp,254
radiant,struct,FixedInputIntrinsicSize,16,8,3,radiant/layout_form.cpp,18
radiant,struct,InlineOutOfFlowKind,2,1,2,radiant/layout_inline.cpp,32
radiant,struct,InlineFragmentItem,40,8,9,radiant/layout_multicol.cpp,132
radiant,struct,DirectInlineFlowEnd,12,4,3,radiant/layout_multicol.cpp,2562
radiant,struct,LayoutViewSnapshot,88,8,24,radiant/layout_pass.cpp,9
radiant,enum,TableCellContentLayoutPass,4,4,3,radiant/layout_table.cpp,182
radiant,struct,ColspanWidthContribution,32,8,7,radiant/layout_table.cpp,2254
radiant,struct,TableOrderedRowElements,32,8,4,radiant/layout_table.cpp,4232
radiant,struct,TableHeightSectionSummary,16,4,4,radiant/layout_table.cpp,4323
radiant,struct,TableCaptionCollection,48,8,7,radiant/layout_table.cpp,4413
radiant,enum,TableCaptionWidthChangeReference,4,4,2,radiant/layout_table.cpp,4450
radiant,struct,SimpleCaseMapping,8,4,2,radiant/layout_text.cpp,30
radiant,struct,FullCaseMapping,20,4,3,radiant/layout_text.cpp,123
radiant,struct,PaintIrValidationStack,20,4,5,radiant/paint_ir.cpp,155
radiant,struct,PaintOpDescriptor,16,8,2,radiant/paint_ir.cpp,163
radiant,struct,PaintIrRasterEffectFrame,96,8,1,radiant/paint_ir.cpp,949
radiant,struct,PaintSvgPathContext,16,8,2,radiant/paint_ir.cpp,1417
radiant,struct,HistoryEntry,24,8,3,radiant/radiant.hpp,36
radiant,struct,BrowsingSession,40,8,6,radiant/radiant.hpp,42
radiant,enum,RadiantFrameClockMode,4,4,5,radiant/radiant.hpp,85
radiant,struct,RadiantFrameClock,72,8,10,radiant/radiant.hpp,96
radiant,struct,DocumentScriptPhaseTiming,168,8,21,radiant/radiant.hpp,133
radiant,enum,WebViewMode,4,4,2,radiant/radiant.hpp,180
radiant,struct,WebViewProp,80,8,14,radiant/radiant.hpp,190
radiant,struct,RdtVectorImpl,48,8,9,radiant/rdt_vector_tvg.cpp,28
radiant,struct,RdtPath,16,8,3,radiant/rdt_vector_tvg.cpp,41
radiant,enum,Cmd,4,4,6,radiant/rdt_vector_tvg.cpp,43
radiant,struct,Entry,36,4,2,radiant/rdt_vector_tvg.cpp,44
radiant,struct,RdtPicture,112,8,13,radiant/rdt_vector_tvg.cpp,53
radiant,enum,Kind,4,4,2,radiant/rdt_vector_tvg.cpp,62
radiant,struct,RdtPictureCacheEntry,56,8,7,radiant/rdt_vector_tvg.cpp,96
radiant,enum,RdtPaintCacheKind,4,4,4,radiant/rdt_vector_tvg.cpp,112
radiant,struct,RdtPaintCacheEntry,104,8,15,radiant/rdt_vector_tvg.cpp,119
radiant,struct,RdtImagePaintCacheEntry,40,8,6,radiant/rdt_vector_tvg.cpp,142
radiant,struct,RdtVectorCacheOwner,16,8,2,radiant/rdt_vector_tvg.cpp,156
radiant,struct,PictureCacheEvictionCandidate,64,8,2,radiant/rdt_vector_tvg.cpp,392
radiant,struct,ClipEntry,48,8,3,radiant/rdt_vector_tvg.cpp,1733
radiant,struct,RdtVideo,4,4,1,radiant/rdt_video_stub.cpp,9
radiant,struct,RadiantGradientLine,16,4,4,radiant/render.hpp,29
radiant,enum,RdtStrokeCap,4,4,3,radiant/render.hpp,88
radiant,enum,RdtStrokeJoin,4,4,3,radiant/render.hpp,94
radiant,enum,RdtFillRule,4,4,2,radiant/render.hpp,100
radiant,enum,RdtPathCommand,4,4,7,radiant/render.hpp,105
radiant,struct,RdtGradientStop,8,4,5,radiant/render.hpp,118
radiant,struct,RdtVector,8,8,1,radiant/render.hpp,129
radiant,struct,RdtVectorTarget,32,8,6,radiant/render.hpp,133
radiant,enum,RdtVectorBackend,4,4,3,radiant/render.hpp,142
radiant,struct,RdtVectorCaps,40,8,19,radiant/render.hpp,148
radiant,struct,SvgTextMetrics,16,4,4,radiant/render.hpp,236
radiant,enum,(anonymous),4,4,5,radiant/render.hpp,384
radiant,enum,DisplayOwnedPayloadKind,4,4,3,radiant/render.hpp,392
radiant,enum,DisplayOp,4,4,26,radiant/render.hpp,426
radiant,enum,(anonymous),4,4,1,radiant/render.hpp,431
radiant,struct,DlFillRect,20,4,5,radiant/render.hpp,437
radiant,struct,DlFillRoundedRect,28,4,7,radiant/render.hpp,442
radiant,struct,DlFillPath,56,8,5,radiant/render.hpp,448
radiant,struct,DlStrokePath,80,8,10,radiant/render.hpp,456
radiant,struct,DlFillLinearGradient,120,8,12,radiant/render.hpp,469
radiant,struct,DlFillRadialGradient,120,8,11,radiant/render.hpp,481
radiant,struct,DlDrawImage,96,8,13,radiant/render.hpp,493
radiant,struct,DlDrawGlyph,120,8,9,radiant/render.hpp,504
radiant,struct,DlDrawPicture,48,8,4,radiant/render.hpp,515
radiant,struct,DlPushClip,48,8,3,radiant/render.hpp,522
radiant,struct,DlClipShapeStack,456,8,6,radiant/render.hpp,528
radiant,struct,DlFillSurfaceRect,496,8,7,radiant/render.hpp,538
radiant,struct,DlBlitSurfaceScaled,512,8,10,radiant/render.hpp,546
radiant,struct,DlCompositeOpacity,24,4,6,radiant/render.hpp,558
radiant,struct,DlSaveBackdrop,16,4,4,radiant/render.hpp,566
radiant,struct,DlApplyBlendMode,20,4,5,radiant/render.hpp,571
radiant,struct,DlApplyFilter,40,8,6,radiant/render.hpp,577
radiant,struct,DlBoxBlurRegion,100,4,12,radiant/render.hpp,584
radiant,struct,DlBoxBlurInset,28,4,7,radiant/render.hpp,597
radiant,struct,DlShadowClipSave,16,4,4,radiant/render.hpp,607
radiant,struct,DlShadowClipRestore,56,4,7,radiant/render.hpp,614
radiant,struct,DlOuterShadow,112,4,14,radiant/render.hpp,626
radiant,struct,DlVideoPlaceholder,56,8,8,radiant/render.hpp,639
radiant,struct,DlWebviewLayerPlaceholder,48,8,7,radiant/render.hpp,648
radiant,struct,DlElementMarker,24,4,6,radiant/render.hpp,657
radiant,struct,DisplayItem,536,8,3,radiant/render.hpp,667
radiant,union,(anonymous),512,8,24,radiant/render.hpp,671
radiant,struct,DisplayList,48,8,4,radiant/render.hpp,703
radiant,struct,DisplayListValidationResult,32,8,7,radiant/render.hpp,717
radiant,struct,DisplayOpDescriptor,24,8,4,radiant/render.hpp,727
radiant,enum,RenderExportTargetKind,4,4,2,radiant/render.hpp,881
radiant,struct,RenderExportTargetCaps,32,8,15,radiant/render.hpp,886
radiant,enum,PaintOpFlags,4,4,8,radiant/render.hpp,993
radiant,enum,PaintOp,4,4,32,radiant/render.hpp,1038
radiant,struct,PaintFillRect,20,4,5,radiant/render.hpp,1049
