module,kind,name,size,align,members,file,line
js-rt,enum,JsMathIntrinsicOp,4,4,35,lambda/js/js_runtime.cpp,26443
js-rt,enum,(anonymous),4,4,2,lambda/js/js_runtime.cpp,26725
js-rt,struct,JsProtoEntryCache,24,8,3,lambda/js/js_runtime.cpp,26730
js-rt,struct,JsIterData,24,8,3,lambda/js/js_runtime.cpp,28416
js-rt,struct,JsIteratorMapCarrier,56,8,2,lambda/js/js_runtime.cpp,28422
js-rt,struct,JsPromisePropertyContext,32,8,4,lambda/js/js_runtime.cpp,29122
js-rt,enum,JsPromiseCapabilityAction,4,4,2,lambda/js/js_runtime.cpp,29531
js-rt,enum,JsPromiseElementMode,4,4,6,lambda/js/js_runtime.cpp,31261
js-rt,struct,JsVmEvalOptions,24,8,3,lambda/js/js_runtime.cpp,31960
js-rt,struct,JsVmContextBinding,8,8,1,lambda/js/js_runtime.cpp,32295
js-rt,struct,JsVmStmBinding,136,4,4,lambda/js/js_runtime.cpp,35729
js-rt,enum,(anonymous),4,4,12,lambda/js/js_runtime.h,326
js-rt,struct,JsMirPhaseTiming,80,8,10,lambda/js/js_runtime.h,809
js-rt,struct,JsMirVolumeCounters,16,8,2,lambda/js/js_runtime.h,838
js-rt,struct,JsProxyData,32,8,6,lambda/js/js_runtime.h,1062
js-rt,struct,JsBuiltinOwnerBinding,32,8,6,lambda/js/js_runtime_builtin_registry.cpp,378
js-rt,enum,JsFunctionCacheKind,1,1,2,lambda/js/js_runtime_function.cpp,257
js-rt,enum,JsNumericPrototypeOp,4,4,6,lambda/js/js_runtime_internal.hpp,152
js-rt,struct,JsErrorTextParts,32,8,4,lambda/js/js_runtime_state.cpp,579
js-rt,struct,JsTemplateRegistryEntry,32,8,4,lambda/js/js_runtime_state.hpp,49
js-rt,struct,JsMockSchedulerWait,48,8,6,lambda/js/js_runtime_state.hpp,56
js-rt,struct,JsEventLoopQueueState,16488,8,12,lambda/js/js_runtime_state.hpp,65
js-rt,struct,JsEventLoopTimerState,14400,8,13,lambda/js/js_runtime_state.hpp,81
js-rt,struct,JsRegexpLastMatch,104,8,6,lambda/js/js_runtime_state.hpp,99
js-rt,struct,JsRootRange,56,8,7,lambda/js/js_runtime_state.hpp,113
js-rt,struct,JsRootedState,56,8,1,lambda/js/js_runtime_state.hpp,126
js-rt,struct,JsNamespaceState,64,8,1,lambda/js/js_runtime_state.hpp,130
js-rt,struct,JsItemStack,64,8,1,lambda/js/js_runtime_state.hpp,136
js-rt,struct,JsCjsState,1088,8,2,lambda/js/js_runtime_state.hpp,144
js-rt,struct,JsWithScopeState,272,8,5,lambda/js/js_runtime_state.hpp,149
js-rt,struct,JsDeferredMirState,65544,8,3,lambda/js/js_runtime_state.hpp,160
js-rt,struct,JsDnsState,48,8,6,lambda/js/js_runtime_state.hpp,168
js-rt,struct,JsBuiltinCacheState,3592,8,2,lambda/js/js_runtime_state.hpp,177
js-rt,struct,JsReadlineState,4184,8,6,lambda/js/js_runtime_state.hpp,182
js-rt,struct,JsBufferState,72,8,1,lambda/js/js_runtime_state.hpp,191
js-rt,struct,JsHttpsState,72,8,1,lambda/js/js_runtime_state.hpp,195
js-rt,struct,JsUtilState,64,8,0,lambda/js/js_runtime_state.hpp,199
js-rt,struct,JsCryptoState,72,8,1,lambda/js/js_runtime_state.hpp,202
js-rt,struct,JsChildProcessState,64,8,0,lambda/js/js_runtime_state.hpp,208
js-rt,struct,JsZlibState,128,8,1,lambda/js/js_runtime_state.hpp,211
js-rt,struct,JsTlsState,112,8,6,lambda/js/js_runtime_state.hpp,215
js-rt,struct,JsStreamState,432,8,46,lambda/js/js_runtime_state.hpp,224
js-rt,struct,JsHttpState,96,8,4,lambda/js/js_runtime_state.hpp,244
js-rt,struct,JsAssertMockSlot,24,8,4,lambda/js/js_runtime_state.hpp,251
js-rt,struct,JsAssertState,3216,8,24,lambda/js/js_runtime_state.hpp,261
js-rt,struct,JsNetState,104,8,5,lambda/js/js_runtime_state.hpp,289
js-rt,struct,JsHostHooksState,32,8,4,lambda/js/js_runtime_state.hpp,302
js-rt,struct,JsFsState,120,8,7,lambda/js/js_runtime_state.hpp,312
js-rt,struct,JsClipboardState,120,8,8,lambda/js/js_runtime_state.hpp,327
js-rt,struct,JsDomState,408,8,14,lambda/js/js_runtime_state.hpp,340
js-rt,struct,JsDomStorageEntry,16,8,2,lambda/js/js_runtime_state.hpp,357
js-rt,struct,JsDomStorageState,2064,8,3,lambda/js/js_runtime_state.hpp,362
js-rt,struct,JsDomMediaQueryState,24,8,3,lambda/js/js_runtime_state.hpp,368
js-rt,struct,JsDomPlatformState,5680,8,5,lambda/js/js_runtime_state.hpp,374
js-rt,struct,JsStringConcatState,2256,8,5,lambda/js/js_runtime_state.hpp,384
js-rt,struct,JsGlobalVarModuleBindingState,8272,8,6,lambda/js/js_runtime_state.hpp,394
js-rt,struct,JsRuntimeCoreCacheState,64,8,1,lambda/js/js_runtime_state.hpp,403
js-rt,struct,JsFunctionPrototypeState,80,8,3,lambda/js/js_runtime_state.hpp,407
js-rt,struct,JsGlobalStringCacheState,1168,8,12,lambda/js/js_runtime_state.hpp,415
js-rt,struct,JsGlobalBindingState,18040,8,13,lambda/js/js_runtime_state.hpp,432
js-rt,struct,JsConstructorCacheState,1384,8,7,lambda/js/js_runtime_state.hpp,452
js-rt,struct,JsRuntimeNamespaceState,120,8,8,lambda/js/js_runtime_state.hpp,462
js-rt,struct,JsVmRuntimeState,24,8,3,lambda/js/js_runtime_state.hpp,473
js-rt,struct,JsTest262AgentState,992,8,10,lambda/js/js_runtime_state.hpp,479
js-rt,struct,JsProcessState,696,8,26,lambda/js/js_runtime_state.hpp,496
js-rt,struct,JsIteratorState,160,8,13,lambda/js/js_runtime_state.hpp,525
js-rt,struct,JsConsoleState,912,8,7,lambda/js/js_runtime_state.hpp,542
js-rt,struct,JsRuntimeOperationState,72,8,12,lambda/js/js_runtime_state.hpp,553
js-rt,struct,JsWellKnownRefs,80,4,20,lambda/js/js_runtime_state.hpp,573
js-rt,struct,JsDiagnosticsChannelState,8816,8,11,lambda/js/js_runtime_state.hpp,596
js-rt,struct,JsAsyncHooksState,10336,8,8,lambda/js/js_runtime_state.hpp,610
js-rt,enum,JsPromiseState,4,4,3,lambda/js/js_runtime_state.hpp,621
js-rt,struct,JsPromise,112,8,13,lambda/js/js_runtime_state.hpp,629
js-rt,struct,JsPromiseRuntimeState,712,8,11,lambda/js/js_runtime_state.hpp,645
js-rt,struct,JsModuleRuntimeState,32,8,5,lambda/js/js_runtime_state.hpp,663
js-rt,struct,JsClusterState,24,8,3,lambda/js/js_runtime_state.hpp,671
js-rt,struct,JsAsyncLocalStorageState,2112,8,2,lambda/js/js_runtime_state.hpp,677
js-rt,struct,JsPerformanceState,56,8,7,lambda/js/js_runtime_state.hpp,682
js-rt,struct,JsTraceCategory,72,4,3,lambda/js/js_runtime_state.hpp,692
js-rt,struct,JsTraceEvent,256,8,6,lambda/js/js_runtime_state.hpp,698
js-rt,struct,JsTraceState,528912,8,6,lambda/js/js_runtime_state.hpp,707
js-rt,struct,JsCommonJsCompileCacheState,4099,1,4,lambda/js/js_runtime_state.hpp,716
js-rt,struct,JsGeneratorStateRecord,88,8,14,lambda/js/js_runtime_state.hpp,723
js-rt,struct,JsAsyncContextStateRecord,56,8,8,lambda/js/js_runtime_state.hpp,740
js-rt,struct,JsEvalSourceState,648,8,8,lambda/js/js_runtime_state.hpp,767
js-rt,struct,JsEvalBridgeState,22888,8,24,lambda/js/js_runtime_state.hpp,788
js-rt,struct,JsEvalLocalFrameMarks,12,4,3,lambda/js/js_runtime_state.hpp,818
js-rt,struct,JsEvalLocalState,17400,8,13,lambda/js/js_runtime_state.hpp,826
js-rt,struct,JsEvalState,40936,8,3,lambda/js/js_runtime_state.hpp,843
js-rt,struct,JsIntrinsicState,2600,8,11,lambda/js/js_runtime_state.hpp,852
js-rt,struct,JsRuntimeState,1138728,8,111,lambda/js/js_runtime_state.hpp,868
js-rt,struct,JsFunctionCacheKey,16,8,5,lambda/js/js_runtime_state.hpp,951
js-rt,enum,JsNumericBinaryOp,4,4,12,lambda/js/js_runtime_value.cpp,423
js-rt,struct,JsUtf16Iter,32,8,4,lambda/js/js_runtime_value.cpp,1643
js-rt,struct,JsScopeLookupCacheEntry,32,8,5,lambda/js/js_scope.cpp,22
js-rt,class,ScopedPrivateDefineActive,1,1,1,lambda/js/js_state_guards.h,10
js-rt,struct,TlsCipherNameMap,24,8,3,lambda/js/js_tls.cpp,176
js-rt,struct,JsTlsServer,360,8,11,lambda/js/js_tls.cpp,536
js-rt,struct,PendingTlsWriteCallback,16,8,2,lambda/js/js_tls.cpp,550
js-rt,struct,JsTlsSocket,1120,8,49,lambda/js/js_tls.cpp,555
js-rt,struct,TlsClientTicketState,16,8,3,lambda/js/js_tls.cpp,617
js-rt,struct,JsTlsSecureContextOwner,16,8,2,lambda/js/js_tls.cpp,663
js-rt,struct,TlsOpenSslPfxBackend,128,8,17,lambda/js/js_tls.cpp,1072
js-rt,enum,JsVarKind,4,4,3,lambda/js/js_transpiler.hpp,16
js-rt,enum,JsScopeType,4,4,4,lambda/js/js_transpiler.hpp,23
js-rt,struct,JsTranspiler,480,8,29,lambda/js/js_transpiler.hpp,31
js-rt,struct,JsAstIndexPassContext,16,8,2,lambda/js/js_transpiler.hpp,99
js-rt,struct,JsPreambleState,72,8,11,lambda/js/js_transpiler.hpp,182
js-rt,enum,JsMirCacheMode,4,4,5,lambda/js/js_transpiler.hpp,196
js-rt,struct,JsMirCacheStats,64,8,8,lambda/js/js_transpiler.hpp,206
js-rt,struct,JsArrayBufferMapCarrier,40,8,2,lambda/js/js_typed_array.cpp,25
js-rt,struct,JsTypedArrayMapCarrier,72,8,2,lambda/js/js_typed_array.cpp,30
js-rt,struct,JsDataViewMapCarrier,64,8,2,lambda/js/js_typed_array.cpp,35
js-rt,struct,JsTypedArraySpec,24,8,8,lambda/js/js_typed_array.cpp,150
js-rt,enum,JsAtomicsWaiterStatus,4,4,3,lambda/js/js_typed_array.cpp,902
js-rt,struct,JsAtomicsWaiter,56,8,9,lambda/js/js_typed_array.cpp,908
js-rt,struct,JsAtomicsRuntimeState,7320,8,6,lambda/js/js_typed_array.cpp,920
js-rt,struct,JsAtomicsWaitInputs,48,8,7,lambda/js/js_typed_array.cpp,1242
js-rt,struct,JsArrayBufferConstructOptions,24,8,3,lambda/js/js_typed_array.cpp,1479
js-rt,enum,JsTypedArrayType,4,4,12,lambda/js/js_typed_array.h,20
js-rt,struct,JsArrayBuffer,48,8,1,lambda/js/js_typed_array.h,41
js-rt,struct,JsDataView,32,8,5,lambda/js/js_typed_array.h,68
js-rt,struct,JsTypedArray,40,8,6,lambda/js/js_typed_array.h,78
js-rt,enum,JsAtomicsOp,4,4,9,lambda/js/js_typed_array.h,87
js-rt,enum,JsSharedArrayBufferOperation,4,4,2,lambda/js/js_typed_array.h,160
js-rt,enum,JsDataViewOperation,4,4,20,lambda/js/js_typed_array.h,189
js-rt,struct,JsInspectContext,16,8,4,lambda/js/js_util.cpp,300
js-rt,struct,JsDeepEqualPair,16,8,2,lambda/js/js_util.cpp,1549
js-rt,struct,JsDeepEqualContext,65544,8,2,lambda/js/js_util.cpp,1554
js-rt,struct,JsUtilTypeMethodSpec,16,8,2,lambda/js/js_util.cpp,2587
js-rt,enum,JsNameId,4,4,20,lambda/js/js_well_known_names.h,5
js-rt,struct,XhrHeader,16,8,2,lambda/js/js_xhr.cpp,35
js-rt,struct,XhrState,1136,8,19,lambda/js/js_xhr.cpp,40
js-rt,struct,JsXhrRuntimeState,72720,8,3,lambda/js/js_xhr.cpp,66
js-rt,enum,ZlibTransformMode,4,4,7,lambda/js/js_zlib.cpp,31
js-rt,struct,JsZlibStreamState,128,8,6,lambda/js/js_zlib.cpp,260
js-rt,struct,NodeZlibBytes,16,8,3,lambda/js/js_zlib_codec.hpp,6
js-rt,enum,NodeZlibCodecMode,4,4,7,lambda/js/js_zlib_codec.hpp,12
js-rt,enum,TsAstNodeType,4,4,33,lambda/ts/ts_ast.hpp,18
js-rt,struct,TsTypeNode,64,8,1,lambda/ts/ts_ast.hpp,65
js-rt,struct,TsTypeAnnotationNode,72,8,1,lambda/ts/ts_ast.hpp,70
js-rt,struct,TsPredefinedTypeNode,72,8,1,lambda/ts/ts_ast.hpp,75
js-rt,struct,TsTypeReferenceNode,88,8,3,lambda/ts/ts_ast.hpp,80
js-rt,struct,TsUnionTypeNode,80,8,2,lambda/ts/ts_ast.hpp,87
js-rt,struct,TsIntersectionTypeNode,80,8,2,lambda/ts/ts_ast.hpp,93
js-rt,struct,TsArrayTypeNode,72,8,1,lambda/ts/ts_ast.hpp,99
js-rt,struct,TsTupleTypeNode,80,8,2,lambda/ts/ts_ast.hpp,104
js-rt,struct,TsFunctionTypeNode,96,8,4,lambda/ts/ts_ast.hpp,110
js-rt,struct,TsObjectTypeNode,104,8,5,lambda/ts/ts_ast.hpp,118
js-rt,struct,TsConditionalTypeNode,96,8,4,lambda/ts/ts_ast.hpp,127
js-rt,struct,TsLiteralTypeNode,80,8,2,lambda/ts/ts_ast.hpp,135
js-rt,union,(anonymous),8,8,3,lambda/ts/ts_ast.hpp,137
js-rt,struct,TsParenthesizedTypeNode,72,8,1,lambda/ts/ts_ast.hpp,145
js-rt,struct,TsTypeParamNode,88,8,3,lambda/ts/ts_ast.hpp,150
js-rt,struct,TsInterfaceNode,112,8,7,lambda/ts/ts_ast.hpp,157
js-rt,struct,TsTypeAliasNode,96,8,5,lambda/ts/ts_ast.hpp,168
js-rt,struct,TsEnumDeclarationNode,96,8,5,lambda/ts/ts_ast.hpp,177
js-rt,struct,TsEnumMemberNode,80,8,3,lambda/ts/ts_ast.hpp,185
js-rt,struct,TsNamespaceDeclarationNode,80,8,3,lambda/ts/ts_ast.hpp,192
js-rt,struct,TsDecoratorNode,64,8,1,lambda/ts/ts_ast.hpp,199
js-rt,struct,TsTypeExprNode,72,8,2,lambda/ts/ts_ast.hpp,204
js-rt,struct,TsNonNullNode,64,8,1,lambda/ts/ts_ast.hpp,210
js-rt,struct,TsParameterNode,88,8,6,lambda/ts/ts_ast.hpp,218
js-rt,struct,TsFunctionNode,144,8,3,lambda/ts/ts_ast.hpp,227
js-rt,struct,TsPreprocessor,32,8,4,lambda/ts/ts_preprocess.cpp,38
js-rt,struct,TsTypeRegistryEntry,136,8,2,lambda/ts/ts_transpiler.hpp,22
js-rt,struct,TsTypeParser,56,8,5,lambda/ts/ts_type_parser.cpp,32
lambda-data,struct,Initializer,1,1,0,lambda/core/lambda-data.cpp,296
lambda-data,enum,DecimalDivisionOp,4,4,3,lambda/core/lambda-decimal.cpp,825
lambda-data,struct,PathMeta,24,8,4,lambda/core/lambda-path.h,10
lambda-data,enum,LPathSegmentType,4,4,7,lambda/core/lambda-path.h,24
lambda-data,struct,Path,64,8,10,lambda/core/lambda-path.h,37
lambda-data,enum,PathAuthorityKind,4,4,3,lambda/core/lambda-path.h,57
lambda-data,enum,PathScheme,4,4,8,lambda/core/lambda-path.h,64
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,13
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,13
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,14
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,14
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,15
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,15
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,16
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,16
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,17
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,17
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,18
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,18
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,19
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,19
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,20
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,20
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,21
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,21
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,22
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,22
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,23
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,23
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,24
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,24
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,25
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,25
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,26
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,26
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,27
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,27
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,28
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,28
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,29
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,29
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,30
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,30
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,31
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,31
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,32
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,32
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,33
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,33
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,34
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,34
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,35
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,35
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,36
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,36
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,37
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,37
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,38
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,38
lambda-data,enum,(anonymous),4,4,2,lambda/core/lambda_typed.hpp,39
lambda-data,struct,ItemTagToType,1,1,0,lambda/core/lambda_typed.hpp,39
lambda-data,enum,(anonymous),,,1,lambda/core/lambda_typed.hpp,41
lambda-data,struct,IsMapLike,1,1,0,lambda/core/lambda_typed.hpp,196
lambda-data,struct,IsMapLike,1,1,0,lambda/core/lambda_typed.hpp,197
lambda-data,struct,IsMapLike,1,1,0,lambda/core/lambda_typed.hpp,198
lambda-data,struct,IsMapLike,1,1,0,lambda/core/lambda_typed.hpp,199
lambda-data,struct,IsArrayLike,1,1,0,lambda/core/lambda_typed.hpp,202
lambda-data,struct,IsArrayLike,1,1,0,lambda/core/lambda_typed.hpp,203
lambda-data,struct,IsArrayLike,1,1,0,lambda/core/lambda_typed.hpp,204
lambda-data,struct,HasArrayStorage,1,1,0,lambda/core/lambda_typed.hpp,207
lambda-data,struct,HasArrayStorage,1,1,0,lambda/core/lambda_typed.hpp,208
lambda-data,class,HoleSentinel,8,8,1,lambda/core/lambda_typed.hpp,235
lambda-data,struct,ArrayNumView,24,8,3,lambda/core/mark_reader.hpp,59
lambda-data,class,MarkReader,8,8,1,lambda/core/mark_reader.hpp,74
lambda-data,class,ElementIterator,32,8,4,lambda/core/mark_reader.hpp,93
lambda-data,class,ItemReader,40,8,3,lambda/core/mark_reader.hpp,131
lambda-data,class,MapReader,16,8,2,lambda/core/mark_reader.hpp,209
lambda-data,class,KeyIterator,16,8,2,lambda/core/mark_reader.hpp,240
lambda-data,class,ValueIterator,16,8,2,lambda/core/mark_reader.hpp,251
lambda-data,class,EntryIterator,16,8,2,lambda/core/mark_reader.hpp,262
lambda-data,class,ArrayReader,32,8,2,lambda/core/mark_reader.hpp,286
lambda-data,class,Iterator,16,8,2,lambda/core/mark_reader.hpp,316
lambda-data,class,ElementReader,16,8,2,lambda/core/mark_reader.hpp,339
lambda-data,class,ChildIterator,16,8,2,lambda/core/mark_reader.hpp,382
lambda-data,class,ElementChildIterator,16,8,2,lambda/core/mark_reader.hpp,393
lambda-data,class,AttributeIterator,16,8,2,lambda/core/mark_reader.hpp,412
lambda-data,enum,NamePoolIdMode,4,4,3,lambda/core/name_identity.h,18
lambda-data,enum,NameKeyKind,4,4,3,lambda/core/name_identity.h,24
lambda-data,struct,NameMeta,16,4,6,lambda/core/name_identity.h,33
lambda-data,struct,NameClassification,12,4,4,lambda/core/name_identity.h,42
lambda-data,struct,WellKnownNameRecord,152,8,4,lambda/core/name_identity.h,56
lambda-data,struct,NamePoolEntry,24,8,2,lambda/core/name_pool.cpp,58
lambda-data,struct,NamePool,96,8,20,lambda/core/name_pool.hpp,9
lambda-data,struct,PrintItemVisitor,24,8,3,lambda/core/print.cpp,333
lambda-data,struct,ShapeBuilder,608,8,6,lambda/core/shape_builder.hpp,23
lambda-data,struct,ShapePoolEntry,24,8,2,lambda/core/shape_pool.cpp,17
lambda-data,struct,ShapeSignature,16,8,3,lambda/core/shape_pool.hpp,16
lambda-data,struct,CachedShape,40,8,5,lambda/core/shape_pool.hpp,23
lambda-data,struct,ShapePool,48,8,6,lambda/core/shape_pool.hpp,32
lambda-data,enum,UnicodeComparePredicate,4,4,5,lambda/core/utf_string.cpp,99
lambda-data,enum,UnicodeCompareResult,4,4,4,lambda/core/utf_string.h,11
lambda-data,enum,LambdaNameId,4,4,5,lambda/core/well_known_lambda_names.h,5
lambda-data,enum,MarkupNameId,4,4,532,lambda/core/well_known_markup_names.h,5
lambda-data,struct,GraphEscapeRules,24,8,3,lambda/format/format-graph.cpp,13
lambda-data,struct,GraphSyntax,120,8,15,lambda/format/format-graph.cpp,39
lambda-data,enum,HtmlSpecialKind,4,4,5,lambda/format/format-html.cpp,72
lambda-data,struct,HtmlSpecialTag,16,8,2,lambda/format/format-html.cpp,80
lambda-data,struct,KeyValueFormatConfig,32,8,5,lambda/format/format-kv.cpp,42
lambda-data,class,KeyValueContext,40,8,0,lambda/format/format-kv.cpp,66
lambda-data,class,MarkupEmitter,56,8,2,lambda/format/format-markup.cpp,17
lambda-data,struct,MarkupTableContext,16,8,2,lambda/format/format-markup.cpp,1028
lambda-data,struct,CmdAsciiEntry,16,8,2,lambda/format/format-math-ascii.cpp,22
lambda-data,enum,MathAsciiSlot,4,4,25,lambda/format/format-math-ascii.cpp,476
lambda-data,enum,MathLatexSlot,4,4,37,lambda/format/format-math-latex.cpp,622
lambda-data,struct,MathTagDispatch,16,8,2,lambda/format/format-math-shared.hpp,67
lambda-data,struct,TextEscapeConfig,24,8,3,lambda/format/format-utils.h,10
lambda-data,enum,TableAlignment,4,4,4,lambda/format/format-utils.h,115
lambda-data,struct,TableInfo,32,8,5,lambda/format/format-utils.h,123
lambda-data,struct,MarkupOutputRules,592,8,18,lambda/format/format-utils.h,162
lambda-data,struct,HeadingStyle,64,8,4,lambda/format/format-utils.h,165
lambda-data,enum,Type,4,4,4,lambda/format/format-utils.h,166
lambda-data,struct,InlineMarkup,128,8,16,lambda/format/format-utils.h,178
lambda-data,struct,InlineTagNames,160,8,8,lambda/format/format-utils.h,198
lambda-data,struct,ListStyle,24,8,6,lambda/format/format-utils.h,215
lambda-data,struct,CodeBlockStyle,32,8,5,lambda/format/format-utils.h,225
lambda-data,enum,Type,4,4,5,lambda/format/format-utils.h,226
lambda-data,class,FormatItemHandlersDefault,8,8,0,lambda/format/format-utils.hpp,11
lambda-data,class,ScopedFormatPool,8,8,1,lambda/format/format-utils.hpp,30
lambda-data,class,FormatterContextCpp,40,8,6,lambda/format/format-utils.hpp,48
lambda-data,class,RecursionGuard,16,8,2,lambda/format/format-utils.hpp,68
lambda-data,class,TextContext,40,8,0,lambda/format/format-utils.hpp,198
lambda-data,class,JsonContext,40,8,0,lambda/format/format-utils.hpp,206
lambda-data,class,YamlContext,40,8,0,lambda/format/format-utils.hpp,214
lambda-data,class,TagContext,40,8,0,lambda/format/format-utils.hpp,222
lambda-data,class,HtmlContext,40,8,0,lambda/format/format-utils.hpp,266
lambda-data,class,LaTeXContext,40,8,0,lambda/format/format-utils.hpp,285
lambda-data,class,XmlContext,40,8,0,lambda/format/format-utils.hpp,311
lambda-data,class,TomlContext,40,8,0,lambda/format/format-utils.hpp,329
lambda-data,struct,CssStyleEngine,16,8,2,lambda/input/css/css_engine.hpp,16
lambda-data,struct,CssEngine,296,8,18,lambda/input/css/css_engine.hpp,30
lambda-data,struct,(anonymous),10,1,10,lambda/input/css/css_engine.hpp,44
lambda-data,struct,(anonymous),16,8,5,lambda/input/css/css_engine.hpp,58
lambda-data,struct,(anonymous),64,8,9,lambda/input/css/css_engine.hpp,67
lambda-data,struct,(anonymous),104,8,13,lambda/input/css/css_engine.hpp,80
lambda-data,struct,CssProcessingOptions,88,8,23,lambda/input/css/css_engine.hpp,111
lambda-data,struct,CssEngineStats,64,8,8,lambda/input/css/css_engine.hpp,185
lambda-data,struct,CSSContainerQuery,32,8,4,lambda/input/css/css_engine.hpp,220
lambda-data,struct,CssInJSRule,32,8,4,lambda/input/css/css_engine.hpp,240
lambda-data,enum,CssErrorCode,4,4,7,lambda/input/css/css_engine.hpp,252
lambda-data,struct,CssError,40,8,6,lambda/input/css/css_engine.hpp,262
lambda-data,struct,CssFontFaceSrc,16,8,2,lambda/input/css/css_font_face.hpp,16
lambda-data,struct,CssFontFaceDescriptor,48,8,8,lambda/input/css/css_font_face.hpp,22
lambda-data,enum,CssFormatStyle,4,4,4,lambda/input/css/css_formatter.hpp,21
lambda-data,struct,CssFormatOptions,16,4,9,lambda/input/css/css_formatter.hpp,28
lambda-data,struct,CssFormatter,40,8,4,lambda/input/css/css_formatter.hpp,41
lambda-data,struct,CssSelectorFunction,24,8,4,lambda/input/css/css_parser.cpp,386
lambda-data,enum,CssTokenType,4,4,50,lambda/input/css/css_parser.hpp,27
lambda-data,enum,CssHashType,4,4,2,lambda/input/css/css_parser.hpp,83
lambda-data,struct,CssToken,64,8,9,lambda/input/css/css_parser.hpp,89
lambda-data,union,(anonymous),16,8,6,lambda/input/css/css_parser.hpp,94
lambda-data,struct,(anonymous),16,8,2,lambda/input/css/css_parser.hpp,96
lambda-data,struct,(anonymous),4,1,4,lambda/input/css/css_parser.hpp,100
lambda-data,struct,(anonymous),16,8,2,lambda/input/css/css_parser.hpp,103
lambda-data,struct,CssTokenStream,32,8,4,lambda/input/css/css_parser.hpp,119
